"CodeObj","Vaddr","Instruction","Hitcount","Latency","Stall","Idle","Source"
4,7200,"s_mov_b32 s39, s27",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:497"
4,7204,"v_add_lshl_u32 v31, v31, s1, 1",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:497"
4,7212,"buffer_load_dword v56, v31, s[36:39], 0 offen",8,96,64,64,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:497"
4,7220,"s_add_i32 s16, s17, s1",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:496"
4,7224,"s_addk_i32 s16, 0xc00",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:499"
4,7228,"v_or_b32_e32 v32, s7, v49",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:499"
4,7232,"v_or_b32_e32 v30, s7, v30",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:499"
4,7236,"v_or_b32_e32 v29, s7, v29",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:499"
4,7240,"v_or_b32_e32 v28, s7, v28",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:499"
4,7244,"v_or_b32_e32 v27, s7, v27",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:499"
4,7248,"v_or_b32_e32 v26, s7, v26",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:499"
4,7252,"v_add_lshl_u32 v32, v32, s16, 1",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:499"
4,7260,"v_add_lshl_u32 v30, v30, s16, 1",8,32,0,0,"/sgl-workspace/sglang/python/sglang/kernels/ops/attention/fla/fused_recurrent.py:499"
